tweet,class
' @NadaAhmed10022 @AhmedSamy012 ‘ябя гд «бджЏн… «ббм я«д »н ё«бе«  Ё Џбм Џгж н« Ќ»н»м «е н«»дм г« Ќ”д гб«Ёўя ‘жн… ',neg
' #«б“г«бя ќ”— гд «д»н 2004 жЌёё «бѕж—н Ё «бде«не .. н«««—» . ',pos
' ћѕнѕе ѕн Џ«ж“…   ћж“ ж ёЏѕ Ё «ж÷е бжЌѕе« ж«д« яг«д бжЌѕн ждяжд “н ”я«д Ё ‘ёе ж«Ќѕе Џ«ѕн #џж—н н«»д  «б                   н  ',neg
' @arwaalhaj90 ќб«’е «бгж÷жЏ «д «бгћб” ж«бб«Џн»е ж«бће«“ «бгЏ«жд ёЏѕж« гЏ«е ж’«бЌже ',pos
' #бж_”«д «_ябж“_г’—н я«д жѕн «беѕ«н« ѕн ббЁё—« ж«жб«ѕ «б‘ж«—Џ Џ‘«д нЁ—Ќж« #н«««_г’—ннд н«бн Џг«бнд  ‘ гж Ён «бе«‘ «ћ ѕе ',pos
' «ббе нќ—» »н  едѕ”е ж«ббн » Џгбж« Ёнд« ',neg
"' """"""”»дн √”—Ќ Ёня ‘жн ж«д”м √н«г ÷«Џж« гдн° дЁ”н Џг—н нЏѕн »н« ж«д  »Џндня ѕжб Ќ«÷дн  - #Ќ«б…_Ќ»"""""""" '",pos
' г”«Ѕ «бќн— Џбняг ',pos
' @elFogr «д  ќб«’ ‘Ў»  н« Џ«бгн :D ',neg
' @mennty_ «’бн н«”Ўн ^^ ',pos
' @serageldaly б« Ў»Џ« «б»д   Ќ» «ббн нЌ —ге« ж нёѕ—е« ',pos
"' """"""«б”нћ«—… Џдш« »‘няб  ќншб ° нбЏд е«÷«"""""""" '",neg
' »ћѕ «д« »Ќ —г я«» д Ў«—ё «бЏ‘—н ... —џг «дн “гбя«жн бяд «д е —«ћб гЌ —г ',pos
"' ""\""""@islamioon: еняб: «бџдж‘м д’Ќ \""""«б≈ќж«д\"""" »Џѕг «б —‘Ќ бб—∆«”… жбг  ” гЏ бд’Ќе  - See more at: http://t.co/caBIGUWQar\"""" '",neu
"' ""е–е Ќн« я н« ’ѕнён.. «” ‘— «б«еб «б√’ѕё«Ѕ   √’Ќ«» «б ћ—»…  бяд  »ём гћ—ѕ ≈” ‘«—«   жбяд  –я— «д  гд нћ» «д н ќ– «бё—«—!\"""" '",neu
' @mayahamdi_ «д  «бгб«г ',neg
' «ё—√ «бг“нѕ  Ёег «бяЋн— гд «дж«Џ «бд«” ябг  «бд«”  Ўбё Џбм «бћгнЏ  ед«  ќ бЁ «бЏёжб ЁёЎ ',neu
' н« «г ћг«б «б—жЌ гднд  ћндн »ябг ндя «бе«ѕннд   “жѕн Ё ёб»н «б»—«Ќ . ',pos
' @FrohaLove13 едЏгб ббнЋ е«‘ «ћ «”ге #бнЋ_«бг’—н_«б”«ѕ” ',pos
' @amrmahammed hhhhhhh  ж«Ќ‘дм ж«ббе ',pos
' жгег« я — «бяб«г б«“г няжд д«ё’ Ќ«ће ',neg
' жѕ«Џя бн« ѕм «бЌ«ћ… «ббм  жћЏдм ? ',neg
' @amgadalghonimy еееееееееее г‘  ќ«Ё ',pos
' «÷Ќя  жб«   ÷Ќя  янЁя  «д« »÷Ќя   ж«д   «÷Ќя  ж«–« г« ÷Ќя   «÷Ќя  женя «д   » ÷Ќя ж«д« »÷Ќя  ж«б÷Ќя  Џ «б÷Ќя  »н÷Ќя еееееееееееееееееееееее ',pos
' @ElMa_SrY @3abdo_Sala7 гЌѕ‘ нЏ—Ё нћм «д « Ё«ег ',neu
' @Marina_maher_ «д« ё«Џѕ ‘жн… б”е г‘ ед«г ',neu
' гн—н  «’Ё— «бг–«ё «б«’нб ббѕќ«д «бћгнб ',pos
' Ў» Ќѕ н—ѕ Џ «бяб» ѕ… Џ‘«д «д« бж —ѕн  е«ћн» ”н—… г«г … http://t.co/YYvWRJozlZ ',neg
' @EsraagOh  ” «ебн «бЌгѕ. ',pos
'  ’»Ќжд Џ«бќн— н««Џ“«∆н http://t.co/QMP60HCdX1 ',pos
"' """"""\""""г« —÷нд«° бяд « Џжѕд«\""""."""""""" '",neg
' @khater264 г»д гнгж д ѕ« н« ё—ѕ ',neg
' New header ;))  ж«÷Џ ж яѕе xP ',pos
' «б‘Џ» «ббн»м ЎбЏ Џбм Ќёнё е« ѕг«—+ ё б+ёЎЏ —жж” +ќЎЁ+ ећн—+”—ё… «бг«б «бЏ«г ѕж«Џ‘+ё«Џѕ… ',neg
' «бж«Ќѕ дцЁ”хе н—ћЏ гд «бџх—»е «ббм ћж«е ж еж Ём гя«дхе ѕм ',neg
' «д« «жб ж«Ќѕ яд  Џ«—Ё дне«е«е«е«е«е« ',pos
' ’ж  «б‘нќ г’ЎЁн н« ћг«Џе??? ',neu
'  ё»б «ббе Ў«Џ« яг »г“нѕ гд «б«ћ— ж«бгџЁ—… ',pos
' @nour_sambo »дж—я ж «ббе ^^ ',pos
"' ""гег« я«д  дн я ’«Ён… Ён «н ‘н  ЁЏбе бд  дћж гд ўджд «бд«” «б”н∆… «»ѕр« !\"""" '",neg
' @hhe600 @Azkrona @nourtoumi9944 @7moodyx3 @mero74092116 н«б« џн—ж гд Џ«н“ н ‘ г  «дм «бг’—нннд ќЎ «Ќг— н«яб«» џ«ѕ… ж‘«енджжж гбнжд ќЎ «Ќг— ',neg
' . . . бу«  угцнбх ёхбж»д« ≈цб« бцгуд ну’ъЏх» Џубунду« / бцёу«∆цег ',neg
"' ""\""""жё«б д”ж… Ён «бгѕнд… «г—√… «бЏ“н“  —«жѕ Ё «е«\""""  —џг √де« \""""џбё  «б√»ж«»\"""".. ≈б« √д Ё÷нЌ е« Џг  «б»бѕ!! Ёб«  √гд гд гя— «ббе ж√д   Џ’не..\"""" '",neu
' н«—».няжд.Џ«г.ќн—.ж”Џ«ѕе.ж”б«г. .Џбм.«бћгнЏ. http://t.co/aPxZnyJ2xC ',pos
"' """"""{«ѕЁЏ »«б н ен √Ќ”д}  ”х∆б Џд е–е «б¬н… √д” »д г«бя  «б—ћб н‘ ге √ќже Ёнёжб:  ≈д яд  ’«ѕёр« ЁџЁ— «ббе бн°  ж≈д яд  я«–»р« ЁџЁ— «ббе бя."""""""" '",neu
' @Abdullah_Qasem «гнд.. н”Џѕ ’»«Ќя ',pos
' @Elseemaroun янЁ б»д«д ж—«” «б”д… ',neu
' #Ём_гЋб_е–«_«бнжг27ѕн”г»— 537 - «б«д е«Ѕ гд »д«Ѕ ядн”… ¬н« ’жЁн« Ён ≈”Ўд»жб. ',neu
' @rmoosh622 @Mariam198287 е«е «д« ѕ»ж— ',neu
' яб ”д… ж«д г Ў»нд ???? ',pos
' «ббег ≈дн √”√бя ≈”гя «б√Џўг √д  ЌЁў √»н ж√гн  гд яб ”жЅ√”√бя √д  »«—я »Џг—ег« ж Ўнбе Џбм ќн—ж Ќёё г—«ѕег«ж ћЏбд«»«—нд »ег«   н«√я—г «б√я—гнд ',pos
' @hesham_m_2011  ’»«Ќ ‘—нЁ ЏЁнЁ ќ«бм гд «ббЁ ж «б ѕбн”... ',pos
' @saharkhamis1  ”бгн н« ”Ќ— ? ',pos
' @shima2_a7med «еж ябе  ”жб жябе »н—“ё гд Ё÷бе ----- ',pos
' @mohamed_shatla @mariammoslemany @zynabAlshair_  ”бг —»д« нќбня ',pos
' @Deema22  ’»«Ќ «бдж— √ќ  ѕнг«  «б«—ѕднжд »Ќ«ћ… «бм ≈Џ«ѕ…  √енб бгЁежг «бѕнгё—«Ўн… жя–бя «б√жбжн«  ',pos
' @mohamed_shatla @zynabAlshair_ @mariammoslemany жббе жб« Ќбже жб« Ќ«ћ… днбе »—÷е «бд  Ён г’— яѕе ќ—е ',neg
' жЁ«… «б‘«» Ќ”д «бЏ—н»н г √Ћ—« »ћ—жЌе http://t.co/GDxl6idtaw ',neg
' 40  «бЁ ё нб Ён #”ж—н« ќб«б Џ«г 2014 http://t.co/XtnMljyxNG ',neg
' @Lunica_MJK н«’»«Ќ »—жѕе ',neg
' @inass36998754 —жЏе н« –жё ',pos
' б«  яд ж«ёЏн Ё«бж«ёЏ “»«бе D: ',neg
' @i_N1_A @azizoo44 ж»я—е ѕе еннћм «г е њ ',neg
' @OmnyaMagdy ћн н Џбн «бћ—Ќ ћ«гѕ ',neg
' г« √ЁбЌ Џ”— »нд нх”—нд  »Џжѕ я н««« ( гЏ«– «б«—ѕд ) ”«бг« џ«дг« ”дд”м √бг «бѕгжЏ жЌ—ё… «бёбж» Ён «б√н«г «бЏ’н»… ',pos
' «ѕн дЁ”я break гд яб Ќ«ће гдяѕе Џбня ',pos
' »Ёя— «ќдё «бгня«днян. ',neg
' @yassirashour @salbarghouthi еееееее «д« ж’Ќ»« н  г ‘ѕд« гд «б‘«—Џ »Џ—Ё‘ янЁ жќ»жд« Ён гя »… бЌѕ г« ёѕ—д« дЎбЏ  «дн ',neg
' ћ«бн ‘«Ќд √’бн »ѕб ««бн »«ў #гЏ«н«_‘«Ќд_√’бн_б« ябгдн :D ',pos
' —»шц √”у√бя  Ќнц«… ”уЏнъѕ… »Џцнѕъ… Џцдъ ябшц гъяу—жхе жёц—н»у… гцд яхбшц Ёъ—Ќ   ж÷цЌяу… б√еъбъну ж√Ќц»«»ъну ж√’уѕё«∆нъ ж«бдшу«”ъ √ћцгъЏнцдъ ',pos
' @mohmedsob7y @MamdouhZaki_ @waelabbas «д  Џ«н“  ÷—»  «дн н« ж«∆б н« «»д ѕнд «б»ћЏ…њ ',neg
' @abo_lregal  #гжбѕ_”нѕ_«бќбё_«бЌ»н»_гЌгѕ_—”жб_«ббе яб ”де ж«д  »ќн— Ќ»н»н «Ќгѕ ж«еб «б”жн” «бя—«г http://t.co/MScGDuaPrf ',pos
' @EgyYellowPages   ёѕг «бгедѕ” ћ—ж» ћбм «б—ќ«г ж —ян» ж бгнЏ «б»«—ян… ж ‘Ўн»«  жѕняж—«  ЌѕнЋ… ббЌж«∆Ў  г :01001130755 http://t.co/XTRNXpJAEF ',neu
' @El3atar62 «бег «гнд  ”бгбм н«—» ',pos
' ”б«г: бб”Џн ж—«Ѕ яб г« нћгЏ «бябг… ж«б’Ё http://t.co/LUvy5pIStQ ',pos
' Џ—нё« : гћб” «б«гд н’жшц  Џбм г‘—жЏ «бѕжб… нжг «бћгЏ… «ж «б«Ћднд «бё«ѕг http://t.co/KWbg1hbZQM ',neu
' ”Џнѕе ћѕ« ',pos
"' """"""бне «б я»— ѕ«г «б«’б Ўнд :-\"""""""""""" '",neg
' «д  е ћ»бн «б‘бб ж«ббе ',neg
' @Golden_Knight14 яѕе »ём д»ѕЅ дЁя— Ён «бгѕ—» «бћѕнѕ :D ',pos
' @Meshari_kaizen ѕ—” гЁнѕ..‘я—« «” «ѕ г‘«—н ',pos
"' """"""\"""" б«  е гж« »‘нЅ° »б Ён яб ‘нЅ »«б’б«… ж«бѕЏ«Ѕ гЏ «б‘я—° б Џбг Ўб»« яг бѕм «ббе \"""""""""""" '",pos
"' """"""б« √Ќѕ н‘Џ— »г«  ‘Џ— »е° жб« √Ќѕ н” Ќё «бЋё… . «д ем ?"""""""" '",neg
' @Mona_Khorshed н«—» «б‘ћ—…  жбЏ Ём ж‘я ',neg
' . «ббе нж’бдн »«б”б«г… бб»н  ',pos
' @MahaAmer88  ћгнб ћѕ« Џдћѕ ',pos
' ё—Ё Џ« б’»Ќ  . ',neg
' «бн гд ≈нѕе..«ббе н“нѕе ',pos
"' ""@OffTheHookPain @Grgeraa \""""жЎ»Џ«р “н г«Ќ÷—« яж ‘«нЁнд џ÷» —»д« д«“б Џбн «ге« «еж\"""" :D '",neg
' »ѕн «Џгб  »ѕн «”жн  »ѕн √ѕж— ... «бќ «бдне ѕ«нг« гжћжѕе Ён яб ж«Ќѕ гд« ..»” г‘ яб ж«Ќѕ »ѕ« нЏгб ЁЏбн«  ёѕн‘ ≈»  Џ» » б«ён ',pos
' ћгнб √д   Ќѕм «бЌ“д »≈» ”«г…...б√д —»я »ё—»я... ',pos
' «г ’Ќ» н «жб г« ‘«Ё дн г« Џ—Ё дн ё«б  бн г«бя »ён н ќѕ—е яѕ« #ё’е ё’н—е Ќ“нде ',neg
' @ita7la666 —жЏе ',pos
' @UMaimah1407 ггяд « Џ—Ё н«ћгнб ',pos
' гбќ’ «бг‘—жЏ «б«”б«гм http://t.co/aCvOU41zQ2 ',neu
' @Rmb551 гж Џ‘«д Ё«д бе« »” ћѕ –«  «б«б»жг »н—Ёя  «яЋ— гд «н «б»жг »«бЏ«бг ',pos
' ћЏћЏ Ён –я—м ‘ЎЌ: –я—м «” ‘е«ѕя бд  яжд ’ЁЌ… жЎжн  Ён ѕЁ« — «бд”н«д ≈дг« ен ЁЏб ≈нг«д »б»д«д  http://t.co/mXBxvgT1U9 http://t.co/82CubOc475 ',pos
' @saroa_1  г«г ж«д ц њ? ',pos
"' ""\""""@FilGoal_Live :ж«∆б ћгЏ…: ≈д»н гд«Ё” «б√ебн Џбм «бѕж—н http://t.co/VaLpZT74RY\"""" жд«ѕм «б« Ќ«ѕ Ёнд њ '",neu
' @kasimf »‘«— «”—«∆нб  —нѕе б–бя еж гѕЏжг «б’е«нд… н”Ў—жд Џбм «бЏ«бг ',neg
' —∆н” ћеб«Ѕ г’—« е н»ЏЋ жЁѕ«р «бм «беб«б «бдЁЎн нЎ«б»ждег » ”бнг «бгж«д∆ «бдЁЎне бЋж«— г’—« е ж√б« ” Ќ—ё Џбм »я—… √»не« .!  ‘ябег «н Џ«Ўж« .! ',neg
"' ""I\""""m at ”бг «б’Ќ—«жн https://t.co/QZVHMOEDfG '",neu
"' ""«»н «Ќ–Ё »Џ÷ «бдг«–ћ «б”н∆е Џдѕм ж«Ќѕ\""""нћн» Ём ’ж— ѕЏ«—…»‘яб егћн ћѕ«\""""жбн” нЌ «ћ бгж«”«е ж е–н» ж«б«ќ— н÷Џ ’ж— «Ќ–не »’ж—…«б‘ќ’не ћеб жёб…«ѕ» '",neg
"' """"""«Џгб «не ° —»д« н” — »ём Џ‘«д «бж«Ќѕ «’б« “её«д"""""""" '",neg
' @Arch_Mo7ammed  «бЌ» ябе бня ???? ',pos
' @AhmdHmid «д  е б ег «б pile Џ‘«д  Ќ —г дЁ”я ж   бг -.-.. «Џёб н« дћг :* ',neg
' е«д  н« гЏ«– Џдѕн √гб я»н— ќб«б «бнжг д”гЏ ќ»— “нд  #ќбя_д”— ',pos
' #Ќёнёе_Џбгне_гƒяѕе : гд нЎбё Џбнег гд«Ё”м «б√ебм .. √д г √Ќё№№— &lt;3 гд √д дяд бяг г‘«Џ— «бЏѕ«Ѕ :) ',neg
' бу”ду« ”хжм √—хж«Ќъ ”у хё»÷ъ Ёцн √нъ буЌўу… ....  Ёуну¬—у» ду”х√бяу Ќх”дъ «бќу «г.... ',pos
' «бё–—… #Ё«Ўг…_д«Џж  Ён «бядн”…  ‘«—я «бд’«—м Ўёж”ег !!! http://t.co/RUgAIzulaV ',neg
' ѕ« »ћѕ «–«дн ќ”«—е «д« Ёне ',neg
' @ibra_official93 «б«г Ќ«д я«д Ќбж жб« «не «бдў«г њ ',neu
' Џдѕ «б‘ѕ«∆ѕ дЁЌе Ёне «б—÷« ..ж »е нЎн» гЋж»… «б—Ќгд  «б’»— гЁ «Ќ б√»ж«» «бЁ—ћ ...‘еѕ  »–«я  ћ«—» «б«д”«д  #“гд_«б»—џж   «бЌбё… «б«ќн—… жѕ«Џ« ',pos
' @dadoshembesh ж«д« —«ёѕ »жбн я » «б жн  нЏдн г‘ «д« «ббн я » е ',neg
' @essa11239 г”«Ѕ «ббнб ж”г«е ждћжге ж«г—е ж‘г”е ж”е—же ж«д  жгд  Ќ» «ббе н«” «— Џбня ',pos
' н« #≈д н  б«  ‘жЁн Ќ«бя Џбнд« —«” г«бя «яг ”де ж» Џд”н еЏ еЏ ',neg
' Џ«ћб «е«бн Ўеж«н Ён «д ў«— «бдћг гЌгѕ ‘«енд #MinaAtta #MohammadChahine #ElieElia http://t.co/AlTKLKMBnJ ',neu
' @uwu70 –нб «бяб» г‘Џб ж«ќж«де ',neg
' Џбн Џћнде «ќб«Ѕ ”»нб «ё”г »«ббе жЌ‘дн ',pos
' @8o0otshy ’ѕё н. “нд  «бЏёб. г”«я Џ”б ',pos
' @AH24x ”бг Џбне ёжбе  Ќ»дн њњ ',pos
' ”ёжЎ ё нбнд »Ќ«ѕЋ ”н— Џбм «ж ж” —«ѕ #“џ— « #«еѕд  http://t.co/ivEDBS7m4A ',neg
'  «—нќж «»н÷ жг“ж— ябж гд‘ж— ',neg
'  Ќн… ббѕя ж—… Ё—ќдѕ… Ќ”д.  ’—нЌе« »ћ—»ѕ… «б «нг“ »√де« г«“«б   Ќ» «б”нѕ… ”ж“«д г»«—я ж ёѕ— ћежѕе« √Ћ»  √д ” «  г’— —ћ«б…. жѕ—” бб≈Џб«гннд ',pos
' ябге «д« »Ќ»я ѕм Џёѕ. .. «бжЏѕ »«бћж«“ «я»— Џёѕ .. ',pos
' Ќ»ндн жб«  ёжбн ’џн—е ',pos
' —жѕћ—“ нЌѕѕ г” ё»б »«бж нбн гЏ бнЁ—»жб ',neu
' ЎбЏ ж« гдЁжќнд Џ«бЁ«÷м ',neg
' @uae_beauty1 Ќёнё… «б—ём «б”бжям нўе— Џдѕг« нџ÷» «бЁ—ѕ Ё≈д я«д —«ём «б”бжя нўе— ж«д я«д ”н∆ «б”бжя нўе— ',pos
' »нЏѕн «бжё  еж« ',neu
' гд– г«∆… Џ«г ж«б√г…  Џн‘ Ён г“»б… «б «—нќ . ',neg
' @yasserelhawary1 ег« џбЎж ж«џ»не ..«б”н”н гЏгбе«‘ бнењњ ж»Џѕ яѕе «нѕ е Ён Џгбе ',neg
' @alialgofaily яб Џ«г ж«д  »«бЁ ќн—?? http://t.co/pzL1GqaGID ',pos
' «бЌ«ћ«  «б’џн—…   “н гя«бг… Ќѕ џ«бн Џбня “н »ж”  г‘ г жёЏе  “н Ён ж”Ў «бяб«г нЎбЏ ябг… Ќбж… гд «бёб»  ж’Ё гя«д я Џдѕе Ќ«ћ«  ’џн—… » Ё—Ќ «жн ',pos
' @hamedabdu31 @Wrda290 г”«Ѕ «бќн— Ќ«гѕ ',pos
"' ""@DrDimashqiah @deeb1_4 «б–н Ќ«жб #гЌгѕ_»д_Џ»ѕ«бже«» “ж—« жя–»« «б’«ёе« »Џёнѕ… √еб «б”д… жен  Ёжн÷ \""""«бћже— ж«бЏ—÷\""""  Ёе–« ѕг‘ён… еж «бћ«еб '",neg
' н«ћѕЏ«д «ббн енд“б ’ж— »д«  Џ—н«де ж«Ќ÷«д ж»ж” жбяб«г  ѕее енб»” гнж  г«Џѕ« »дѕё нЏгб «ббн еж Џ«ж“е ? ',neg
' https://t.co/ejrK7Vc48D  енѕ« «б«д”«д гЌ —г ж»ќ» џ«ѕе жўнЁ е геге ћѕ« бџ«ѕе @tamer_zainy ',pos
' @QPezYq3WDtyM6VY @mennty_ «бЏЁж «н «” ‘«—е «д« гжћжѕ «д« ж«бѕя ж—е ',pos
' #ILoveSuperJunior #WineLoverIsOnlyForKyuMin »Џѕнд «Ќд« ÷ѕ «б«Ќ б«б «б’енждн «ббн »«бёѕ” «бЏ—»не ',pos
' #ArabsGotTalent «д« »Ќ»я н« Ќбгм ж—»д« »ќбня бнд« «Ќгѕ Ќ”д г’— ',pos
' 1. ехг« г‘ д«жннд н’бЌшж« ‘ж«—Џ  ж—нб »ём . ',neg
' «ббег «дя ЏЁж  Ќ» «бЏЁж Ё «ЏЁ Џд« ',pos
' @Ahmad_ElSherief Ўн» яжн” «дя ёжб бн Џ‘«д дЏгб Ќ”«»д« ббг—… «ббн ћ«н… :D ',pos
' ж«ббе яжн” «д «бд«” б”е Ё«я—е «д Ём —» гжћжѕ ',pos
' @walidasamra еееееееееееееееееееееееееееееееееееееееееее «г———————————— ',pos
' гжће яжгнѕн Ё Ќ  н«»« еее ',pos
' @ChristineHany1 @4e70c4f834b443c @Horyah9 Ў» «не «ббн Ќ’б  «Ќян »«б Ё«’нб ',neu
' г«Ён ѕ«Џн  ббяб«г «бя нн— гд ѕжд гЏдм ',pos
' »ѕн »Ў«—н… » ÷б бб«»ѕ ',neu
' @MagedSaleh ћѕб ж‘ ',neg
' џ»«Ѕ #ArabsGotTalent ',neg
' «б»” ж ќ—ћ ж «—»Џе дЏнг« ееееееееееее ',pos
' #«б√ебн н гдм «бЁж“ Џбм #г’—_«бгё«’… 1-0  http://t.co/3X4ViJ1eld #г’— http://t.co/gMNSG1vtSH ',neu
' еж «д« √”ядѕ—«дн «е »” «б√ Ќ«ѕ д«ѕн ж ћгеж— жб«ѕ г д«я… ',neg
'  «г— Џ«‘ж— ?? ',pos
' «‘я—я ',pos
' @ahmadaggad @HananDabbagh ’бм «ббе Џбм Ўе ќн— ќбё «ббе ж«Ќб«е« ',pos
"' """"""жЁн «б’ЁЌе «б√ќн—е гд я «» «б√н«г  ЏЁж«р б« Ё—ѕ ћд«Ќя б√Ќѕ° Ёб« ’ѕнё н’ѕё° жб«џ—н» н»ём° жб«ё—н» нжЋё »е."""""""" '",neg
' гнд «бм я«д »нЎгд ёб»я бг« яд м » »ём ќ«нЁ… ! #’«Ќ»_ жн —_»нж“Џ_Ёжбж—“_де«н…_«б”д… ',neu
' «я — «џдне » Џ»— Џд «Ќ”«”н »ня «бЁ —… ѕн .. ',neu
' Џ№№№н»  б№№уг√ н»№№ён —»д№№« ё«б(≈д ян№№ѕед Џў№№нг«)  ж√д №№№н  д№№№«гн гЏ№№№нЎ… »”№№»» ж«Ќ№№ѕ гя ƒ»бе –я№№— Ё№№н «б»Ў«ё№… #»«бж«”Ў№№№№№… ',neg
' ÷«ё  «жжм н« —»м ЁЁ—ћ »Џ“ я ! ',neg
' Џг—я ёжб е« ѕн е«е  яб» &gt;_&lt; ',neg
' яб «‘н гжћжѕ бЌяг…. ',neu
' - б«“г  –«я— .. б«“г  –«я— .. б«“г  –«я— .. б«“г  –«я— = яЁ«не яЁ«не яЁ«не http://t.co/rT80JBDbWr ',neg
' «д« »я—е «б«ќ н«— —ёг ’Ё— ',neg
' @hamido_elmagic  г 10 :) ',neu
' #ZDRSEDK4 ж«ббе «д ќ—жћ ж«”«ге гд «б»—д«гћ ќ”«—е  «бЌгѕббе Џбм яб Ќ«б  «ббе нЏж÷е ќн— ',neg
"' ""г»Ќ»‘ «Ќян Ќ«ћ… ќдё«дн бЌѕ ж нёжббн \""""ябд« яѕе\"""" «д« г‘ » д«Ё” гЏ«я гнд «ббн гќджё «я — '",neg
' @22mosalah «д  е —жЌ «б«д — »ћѕ н«я«» дд ',neu
' г‘ еќ«Ё гд «ббн ћн  Ё—Ќ н  дж— ”г«н« гег« няжд     Ўжб г« «Ќд« жн «б«Ќ»«» яб ’Џ» Ён «бѕдн« ггяд нежд  #«”гЏдн  #’»«Ќ_«бќн— ',pos
"' ""√ду« бу” х гцгшуд ну џуншу—жд бцгхћ—шуѕ √дшцн \"""" губуб х \"""" гцдехг .. √ду« б« √ џншц— ≈б« Џцдѕугу« √—ум √дшу гуя«дн буѕнег ёуѕ  уџншу— ..!~ '",neg
' @brika_mohammed гд ',neu
' »яжд Ён »ж нд‘«б б’ѕ«ё… »”нЎ… ж ћгнб… » дЁёЏ «”Ёнд »ЎбЏ гд ‘»я —«”я »бЏд ”д”Ёнб ѕёя ж» ЎбЏ ќ—« ёѕ«гег √ёбя!! ќ—« Џбня/н ж Џбне/« ',neg
' #« Ё—ћ.. Ёнѕнж: ЎЁб…  ёбѕ ў«»Ў ћн‘ »Ќ—я«  Ў—нЁ…  ‘«еѕ «бЁнѕнж Џ»— «б—«»Ў.. http://t.co/zTCmxf35ne http://t.co/JbOOpvMKlj ',neu
"' """"""\"""" гЏ —«∆Ќј\""""… «б’»«Ќ Ї нжбѕ ббЌн«… √гб ° ЁёЎ «» ”«гј\""""… гЏ »ѕ«нј\""""… яб ’»«Ќ ћгнб ? ж»я √’»Ќд¬ н« ???№еФ\"""""""""""" '",pos
' @ Nohasherif11 @ 123Radwa ж«бн г‘ Џ«—Ё н–« я— ',neu
' @TasneemAhmed49 н«г« бнЋ г‘ Џ«гб Ёжбж бб нг » «Џ… «”я н ѕе «д« еЏнЎ #LaithAbuJoda ',neg
' я”г гЌгжѕ Ў«е— ж я”г «б≈ Ќ«ѕ ж я”г ћгеж—е !! ',neg
' н« ќ«бё «б”Џ«ѕе. √—“ёдн Ён÷« где«. ',pos
' @nadnod9 «Џгбн —н жн  »” ж «д« еягб ',neu
' »няѕ»ж« «б’ѕё «г« «бя–» н ’ѕё ',neg
' ”Ё Џбм дЁ”я ‘жн….. ',neg
' я н— «гж—е http://t.co/QfcKTDTwH8 ',pos
' г ябг‘ Џд —ѕ ЁЏбн .. ‘жЁ ЁЏбя «б«жб ж»Џѕе« «ябг  б« ’Ќ «д  «’б« г‘ » ‘жЁ дЁ”я џбЎ«д ',neg
' @dodo_elsebaii @manalmesalatti @Dandona501123 ќб«’ »ёе ѕ« «д ж Ё«д“ дяѕм »’ЌнЌ o.O #DoaaElSebaii √ем √н«г ж—«Ќ  бЌ«бе« ѕЏ«Ѕ «б”»«Џн ',neg
' ‘ё… бб«нћ«— Ён √»ж Џбн« Ў»—»ж— 150 г — 280 ѕнд«— Ћб«Ћ џ—Ё джг ж«Ќѕ… г«” — Ћб«Ћ Ќг«г«  ’«б… ж’«бжд.. https://t.co/AVLQUA7mLE #«б√—ѕд ',neu
"' ""\""""@anismansoir: \""""Ё√д« √Ё«ћ√ яб нжг »«дЁћ«— бџг Џ«∆г Ём »Ќ— –я—н« м\""""\"""" '",neg
' «—«» ћж   «бд  «бде—ѕ… Ќбж… ж«б»д  ’ж е« Ќж«—  ” «еб  ж’б ',pos
' @arwaalhaj90 @ShenawyMohamed ’Џ» яѕ« «ёжб «де «еб«жн .. «бж«ѕ ѕ« еж жЏг— ћ«»— ќЎ «Ќг— «б’—«Ќе Ё гж÷жЏ «б«д г«Ѕ ѕ« ',neu
' ћг«б «бџдѕж— « Џ’» ',neu
' @nnn140140 Џб‘«д —«” «б”д… ж «б«Ќ Ё«б«  Џдѕег ',neu
' Ќнд нё хбх «б»ё«Ѕ яхб «б√‘н«Ѕ «бћгнб… н’»Ќ «бжѕ«Џ ?у?х??у? ',neg
' ‘ябе ”ƒ«бн гЌѕ‘ «Џ—Ёе ...«бн ж«Џн «нћ«ж»дн ‘д ё’е ‘»яе «бб»н«д« ',neu
"' ""@raafatelsawy @a7mdabdelrahman   Џгб бе «дЁ—ндѕ   «’б«  :\""""D '",neg
' @LM10HD ееееееееее б« г””нЌн яб» ',neg
' √д« ”Ў—нд » ё—«ег яѕ« Џбм «б’»Ќ.. н”н»ж« ћж« гдя ‘∆.. »ё«»бя Џ «бЌнЎ«д ’ѕЁе.. Ё яб гя«д ж «м Ў—нё.. «д« «б’ж  «ббм ё«б  џн— ',neu
' @ranasamaha9t яб ”де ж«д м »«бЁ ќн— н« —джжж‘ м —»д« н”Џѕя Ќ»н» м Џбм ёѕ ћг«б ёб»я ж—жЌя «бЌбже жнќбнбя «ебя ж яждж« ѕ«∆г« г»”жЎнд??? ',pos
' “её  г «бг–«я—… гЏ ≈дм б”е г–«я— ‘ Ќ«ћ… ! ',neg
' гЁн‘ Ќ«ћ… гд —нЌ я е —ѕбм дж— Џнд ≈дЎЁ  ',neg
' ќб«÷ ег« ‘ня«»«б« ж «»—«енг Ќбжнд ж«бЏ«бг ябе ће Џбнег Ё «б»— џ«б н« ћг«Џ… !!  ‘ннннн  ',neg
