tweet,class
' #«бг’ѕ—  Ќ’«ѕ ёЎ«Џ «бг‘—жЏ«  «б’џн—… ж«бг ж”Ў… ќб«б «бЏ«г «бћ«—м  бё—«Ѕ… «б Ё«’нб Џ»— «б—«»Ў :http://t.co/LWijriQ95j http://t.co/1rVNE4AeMb ',neu
' —г“ ббЁд «б—«ён жбѕне« ё»жб ж«Ќ”«” ж’ж  —жЏ… #—д«_”г«Ќ…_Ён_≈д _Ќ— ',pos
' «бЌяг √еб«жмњ гЏёжб…њ ',neg
' ћжбнд н« жб«ѕ «бжЋќе Ќя«г гЏ—’нд ’ЌнЌ ',neg
' «бЏн«б «г  я»— »  гбн г”«ќе ',neg
"' ""\""""@u121353327: @afa1387 @elahlam9 @mhm27m @l_altoaimi @bosyzezo1 г‘яж—е «г Џ»ѕ«ббе\"""" '",pos
' ё»б г«  ябг Џбм «бћжб »жбм «б«д–«—нд Ёнег «не њњ ',neg
' @photoyoum7 «Ќбм «н«г ',pos
' ёжбж« «бябг… »”—Џ… Ён «б”— «еж  »ён « ё«б  ж ќб«’ ',neu
' #AhmedGamal_On_CBC «Ќгѕ ћг«б Ём гЏяг гдм «б‘«–бн http://t.co/mvRREW3ePI ',neu
' г« еж «бЏ‘—н  —»н… ћж“н… »ён  #нб«_ѕж—н ',pos
"' ""@whiskeysays @midoahm н«»д «ббЏн»… н« ћжжжжжжжжжжжжжжжж :\""""D '",pos
' «д« г Ё—ћ ‘ Џ ян—г  жг« Ё—ћ ‘ Џ жб« Ќбёе гд е«ж «н гн  нж— г«–— «ббн жќѕ«е гд нЌнм гд 3 «”«»нЏ жг« Ё—ћ ‘ Џ ”жндн  жѕ «д« »«∆”е Ё‘ќ Ќ—Ён«! ',neg
' еж «б“г«бя ќ”— я«г њ!!! ',neu
' @dodokemo98 Ќ»я н«”Ўн ж—»д« :* ',pos
' —д« ”г«Ќ… н«ёб»д« г«  џ»н‘ Џдд« б«дя ”—ё м ёбж»д« ябд« #—д«_”г«Ќ…_Ён_≈д _Ќ— ',pos
' @midoahm  г‘ ”«гЏ ’жжж  нЏдм ',neg
' @KAFTA78 гд  ёѕ «бж”Ў «б—н«÷н —жЌ «” ёнб ',neg
' @BossyMohamed_ «д м яг«д ж«ббе н«»”»ж”е ',pos
"' ""\""""@3olma2: —Ёнё «б”жЅ гЋб «б»Џж÷ б«  Ќ”ш »е ≈б« »Џѕ «ббш”Џ.  .  г’ЎЁм «бгдЁбжЎн\"""" '",neg
"' """"""«б«д н»ѕж «дя Ќё« д”н дн «бг  Џѕ  е г б«г—м °° г« я«д Џбн« «д «Ќ»я яЋн—« !"""""""" '",neg
' ѕн »  Џ«Ём ќ«б’ ',pos
"' "": √хгш«ех бж √дн д“Џ х «бћцбъѕу гд*жћен бц удъ уЏцбне Ё«д уЏбнец б«  Ќ—гндн –бя «б‘—Ё «б–н*г« “б х -гд–х жЏун х- √уЎгЏх Ёнец- Ёж«“ «ббЏ»жд\"""" '",pos
' @BoLBoLv « д«я ',neg
' «б г —жёнд «—»Џе «г»«—Ќ бнег Џнд н ябгж »гд«”»е «не Џ«н“е «Ёег !!! ',neg
' «Ќ« н« ѕж—н ',neg
' ё«б ‘нќд« «»д_»«“ ≈–« ’бм «бќЎн» √Ћд«Ѕ ќЎ»… «бћгЏ… Џбм «б—”жб Џбне «б’б«… ж«б”б«г Ёбн’бшц «бг” гЏ Џбм «б—”жб жбяд Ён дЁ”е б« н—ЁЏ »е« ’ж е ',neu
' н« ѕндн !!!!  ў«»Ў ж Џгбн Ёжбж XD XD ',neg
' √жжжжжжжжжжжжжжжЁ √д« Џян  «бѕдн« Ём »Џ÷ :/ ',neg
"' "": Џдѕ«»д г«ће ё«б?: г« гд ћх—Џ… √Џўг √ћ—« Џдѕ «ббе гд ћх—Џ… џнў яўге« Џ»ѕ «» џ«Ѕ жће «ббе гё«»б… «б”н∆…  ж«б√”гм яўге« гд √ћб ббе\"""" '",neu
' —д« ”г«Ќ… Џдж«д бЁд Ёем бѕне« гже»… ‘«гб… #—д«_”г«Ќ…_Ён_≈д _Ќ— ',pos
' н«—» Ў«—ё «бЏ‘—н нѕ—» «б√ебн ',pos
' @yassminealy  «д м гбян‘ Џ«“е . ',neg
' «д« ёб»н Џбнння .. Џбня ёб»н ',pos
' ѕж»дм ѕж» н« ежм ...... https://t.co/6VI6u4PadG ',pos
' «д« г‘ Ё«еге Ќ«ће гд «бб… »»ёжбже« »” г Ќг”е жг»”жЎе »«б«џдне  #DoaaElSebaii  ѕЏ«Ѕ «б”»«Џн ',pos
' @hossamadel77 жЁн «б«ќ— ќ”—д« »”»»  «бЌяг ж«Ќгѕ ”гн—  џЎне «б«жб ж»бд   «б «дм ж»« ‘няж «ббм гћгѕ гЏ—жЁ жЌЁдм ћд»е ',neg
' @mohamedelsabah5 ѕ« Ёне Ё гќе «е»б еееееееееее ',neg
"' """"""гбќ’ «бЌн«е °((Ёгд « »Џ еѕ«н Ёб« н÷б жб« н‘ён жгд «Џ—÷ Џд –я—н Ё≈д бе гЏн‘« ÷дя« ))))"""""""" '",neu
' @Ce_Ashraf нЏдн »«”г г“ё‘ бЎЁн »Џѕ г« «бяж—… жёЏ  где њ ',neu
' @Dr_yoka_isa «м ќѕге «д  »”  ƒг—м ^_* ',pos
' янЁ «б”»нб ≈бм ж’«бя ѕбдм ',pos
' г« »ё«‘ џн— ≈»—«енг ”Џнѕ яг«д . ',neg
' @MidoFeisty «’б ’«Ќ»  жн — »н’Ќм г «ќ— ‘жне ',neg
' «б№№”  «б№№‘«Ў№№—… ћ№№№ж“е№№№« г№№№№« н№№бЏ№№»‘ Ё№№№№№ ‘№№ћ№№—… Ќ№№ѕ џ№№н—е«  @ #phelasoif  @ @AblaFahita ',pos
"' """"""«бг‘яб… бн”  Ёнгд нќ–бя ° нќждя ° нжћЏя ° н”Ќёя ° «бг‘яб… ен √дя   гяд гд  ’ѕнё ‘ќ’ д«б гдя г—… б гдЌе Ё—’… «бднб гдя √ќ—м !"""""""" '",neg
' Ёне« «не ќ«нЁ нёжб ж«д« г‘ еёжб яб «ббм Ќ«”е «д« »не ',neg
' @amirelghareb @moonyheartt г”«Ѕ «бќн— ‘«—я Ё е‘ «ћ #«“«н_д”«Џѕя_н«_г’— ',neu
' @nourannnael « Ё—ћж« Џбн «бг« ‘ «б«жб ж« ябгж« г‘ «н “нЎе  ябгж« Ёне« ',neg
' «дћ“ж« »ём н«—» гЌгѕ н«—» #StaracArabia #DoaaElSebaii ',pos
' @m0stafaelhadidy  ЁЏб« «д  гЌё ≈Ќ”«” ’Џ» ћѕ« жгƒбг ',neg
"' ""«дћм гж  дм ÷Ќя »ћѕ :\""""D '",pos
' «б «ћ ѕе » «Џд« «бде«—ѕ… «ж»« »ём  «бг’—ннд «ег«????? #StaracArabia   #DoaaElSebaii  ѕЏ«Ѕ «б”»«Џн ѕЏ«Ѕ «б”»«Џн ',pos
"' ""\""""@omari1234567892: «бг’ЌЁ я«гб«р √Ќгѕ«бЏћгн http://t.co/PsstmHTkn7 @Retwit_islam @islamic_pic @Ald3wah @RTwit_1 @1Rtq8 @abdallh_RT\"""" '",neu
"' ""бгн” «бЌѕнѕн бж я«д  Џ«н‘е «н«г «бЁ—Џде !!!! я«д  е »ём \"""" «бе «б Џ—н’ \"""" ... #бгн”_«»бн” '",neg
' @lazyboy014 «е»б !!  «д » бЏ» Ён Џѕ«ѕ Џг—я н« Џ»е«ѕн  »” «д« »—ѕе гдж—  :D ',neg
' @nourannnael Ў» «д н ‘«нЁе «н Ќ«ће џбЎ Ќ’б  Ёне ',neu
"' ""\"""": —џ»«  ёб»н »нд нѕня н« «ббе\"""" '",pos
' Ёя—… «дн е’бЌ «бЏћбе ж «д“б »не« Ён «б«ћ«“е гЏ ’«Ќ»н г”нЎ—е Џбн« гд «б’»Ќ  ж Ё—Ќ«д я√д «бЏнѕ »я—е «бж«Ќѕ « е»б ж«ббе ',pos
' #MohammadChahine  #MinaAtta  #ShereenYehia  ж«ббе ќб ждм «ЏнЎ ж« дЎЎ гд «бЁ—Ќе ж«’—ќ Ќ”н  «дяг «б б« е «ќѕ ж «ббё» «бЌгѕббе е«н—ћЏж »«ббё» ',pos
' #MohammadChahine Џд Ё—Ќ м «ббм г  ж’Ё‘ н«д«” н«—» «Ќгѕя н«—» г»—жжжя б‘«енд ж Ќн« г’— »√жб«ѕе« ',pos
' г»—жжжжжжя бнд« н« ‘«енд жяЁ«не Ё—Ќ  ядж“ гЏ«д« жбнЋ ж≈”г«Џнб жЏбж‘ ж—н « »ћѕ ябяг  ” «еб яб ќн— г«Џ«ѕ« «бЌнж«д… «дЁ’«г ж«бя—жг»е «ббн гЏ«е« ',pos
' н« «»дм «д ж жеж “г«бя гнд ж«д»м гнд  б”е Ё«÷б 24г« ‘  «бѕж—м » «Џд« н« ќ—жЁ гдя бне #«?ебм ',neg
' @reemomhamed66 «’нб… м «д‘—«Ќ? ',pos
' г»—жя ?Ўн» ёб» ‘Ё е »Ќн« н ‘«енджжжжжжжжж  ” «еб н«Џ”б ж«ббе —»д« нЌгня н«—» ',pos
"' """"""«бнжг Џнѕ гнб«ѕ «бг»ѕЏ «бЏўнг ’б«Ќ ћ«енд °°«ббе н—Ќге°° http://t.co/GXVxNrM7KW"""""""" '",pos
' г»—жя #гЌгѕ ‘«енд ',pos
' @HamzaNamira ж «д  »ќннннннннннннннннн— н« я»н— ',pos
' б« «бе «б« «д  ”»Ќ«дя «дм яд  гд «бў«бгнд ... ',neu
' @lolwallidlol @Hazem__Azim г‘ »Џ—Ё «Џгб —н»ж—  .... »бжя »” ',neg
' @dinaeldawy @Nashwa14 «д« бн« гнд џн—я жеЏн‘ бгнд џн—я ',pos
' - ж ёх—»ягс Ќн«…с ',pos
' @ranasamaha9t г»—————————жя —дж‘ м жн” ««еб «»д г’———————  бжжжжжжжжжжжжжбм  —д« ”г«Ќ… ',pos
' @hamadaz15 ееееееееееееееееее «бЌгѕ ббе « Ќб  ',pos
' «Ќ» «ёжб бн « ‘ «дм бён  «бЁ—Ќ » Џ «б”жѕ«д Ўе ”бнг«д ',pos
' »нћн»ж «бяб«г бдЁ”ег ........ ',neg
' бг« «б«ебн н џб» «г»«—Ќ жд«”  ‘г  ж«б“г«бя н џб» «бде—ѕ… жд«”  ‘г   н»ён (б”… )г’— гЁне«‘ ( —жЌ —н«÷не) ',neg
' @ehabmohmedahmed @KkkkKoko12 @lolwallidlol @Hazem__Azim ёЎ— “Ё  »—ѕж г  ќн—‘ Џдег ',neg
' @ehabmohmedahmed @KkkkKoko12 @lolwallidlol @Hazem__Azim ’ѕёдм Ё«еге ... жж«Ћёе «д «б”н”м гнЁ—Ў‘ Ём я—«ге г’— «»ѕ« ',pos
' ‘жЁ  Ё н «Ќб«гн Ён б« ндж ѕ«жд  «жд. ',pos
' «яЋ— «” Ё«ѕ м гд г«ѕ… «б—н«÷н«  «д «б”«б» »Џѕ «б”«б» нЏЎм гжћ» (ббЏёжб «б—«ёне) ',pos
' @ABHISHEK_881 ж«д« «‘ ё бя «жжжжжжжжжжжжм ж«ббе жЌ‘ ндм ћѕ««««««««««««« ',pos
' «дя  яжд » ‘ћЏ #«б“г«бя ѕн Ќ«ће Ё Ќѕ –« е« ‘нЅ «нћ«»н б«дя е »ём ÷«гд «дя ѕ«ќб «бћде «б“г«бя г Џжѕ Џ «бќ”«—е ж #г— ÷м_гд’ж— г»н»Ўб‘ ‘ «нг ',neg
' ќбня ё«Џѕ б«  д”н «ббн г« —«Ќ  д”ня «де г« Ён ≈‘н  ”жн. http://t.co/QaISxC1y0y ',neg
' @WaleedElhadidi @Havana_H еееееееееееееееееееееееееееееееееееееееееее ',pos
' @yooosof6 «д  Џбм «бгж»нб жб« «бяг»нж — њ ',neu
' @nadiadodo18 «’б«««« бнЋ ѕе г’———————н #StaracArabia #LaithAbuJoda #StaracTheFinal бнЋ √»ж ћжѕ… ',neu
' яг«  ѕнд  ѕ«д #ябге_бб“гбя«жне ',neg
' @ELYAS__MAROC «е «дя— ’ж е «Ќбм жг« ‘«Ѕ «ббе гЌ»ж» жгЏўг Ё«д“ «бЎб«» я«дж« гЏ«е жябе »н’ж бе ',pos
' #ћ«—нѕж_г‘_гѕ—»_ѕе_» «Џ_»Ўнќ Ё÷Ќ д« бне  ‘г  Ёнд« «б“гбя«жне «ббн ег« «’б« г Џжѕнд Џ «бќ”«—е бн№№№№№№№е я№№№№№№№№ѕ« н««ќн .. ѕн Џг—е« г«Ќ’б  ',neg
' @lolwallidlol @ehabmohmedahmed @hananalyaly3 г‘ Џ«—Ёе «ёжб џн— —»д« гжћжѕ ',neg
' г»—жя ‘«ендж &lt;3 3 ”д… бг’— «ќн—« ',pos
' «бгЏдн «бЌёнём бябг… «бя—н”г«” http://t.co/eCM9ij89F0 ',neu
' Ўн» Ќѕ нћн н‘бдм гд Ёнѕнж —д« жем » “џ—Ў ѕе «не н« ћѕЏ«д «бЌб«же ѕм ж«бяж« е ѕм нќ—»н я Џнѕ е 10г—«  г‘ “её«де @ranasamaha9t #RanaSamahaTeam ',pos
' Mhrgan El Kama W Eslam Fatla - 2014_ ге—ћ«д «бёг… ж «”б«г Ё«д«  «бд”ќ… «б‘Џ»м #np on #SoundCloud https://t.co/s8uxJ1hGfU idek what this is. ',neu
' @nourafnoon1 ж«д н дж— ндн ^^ ',pos
' еб√ Џдћѕ «бгЁ—ж÷ «дж ен «Ќбм «н«г Ќн« н њ б« Џдћѕ Џдћѕ њ Ўн». ',neg
' «Џ ёѕ бж я »  applied arts Ё «б»«нж еЎбЏ бЁджд Ё who to followж«бћж ѕе «янѕ. ',neu
"' """"""@abdelrhman2099 б« Ћж«дн яѕ… Џ‘«д «Ёег «не ен «ббн ћгнбе “н едѕ”е °«д  ё’ѕя  ќ’’ ѕняж—њ"""""""" '",neu
' @IbrahimsaidAdam «ббг«б»г гд нжг «бћжб «б «д  —‘ё ж« Ёнег ж«д  Џгбег Ќ—ё«д џн— Џ«ѕн ',neg
"' ""бж «д  Ё«я— н« нжд” ”нбЁн« “н «бё’… » «Џ… “г«д \"""" ”нбЁн«  Џжѕ \"""" :D @Ahmad_Youness  #3alahwa '",neu
' #3alahwa   ”де ”Џнѕе Џбнд« н« нжд” жЏбм г’— ябе« н«—» ж—»д« нЌгнд« ябд« жнЌЁў г’— жн«—» дЌёё «Ќб«гд« н«—» »ќн— ж”Џ«ѕе ',pos
"' ""гћ—ѕ «б Ёян— Ё √дн «’Ќм жгб«ён‘ Ён Ќн« н н»ём « Ќяг Џбн« »«б«Џѕ«г  #ћѕ н —»д« нѕнян Ўжбе «бЏг— :\"""") '",pos
' гнд« ЏЎ« «б«Ќ”«” «бћ«гѕ ',pos
"' """"""@FatimaTBarakat жЏбняг «б”б«г ° ж’»«Ќ «бдж— :)"""""""" '",pos
' Ён Ё—ё »нд  ≈дя « Ё‘ќ  ж≈ џб»  4  ж≈дя ≈ ўбг  ж≈ џб»  2  #«б“г«бя #»«’н_бЏЁнЁн ',neg
' н« д«” н« «жЁ— »«бЁЎ—… г‘ яѕе ж—»д« !!!! ',neg
' еЁ—Ќ ж√» ”г гег« √‘ ѕ »м «б»б«Ѕ Ёеж н“нѕдм @iemanyat ',pos
' гнд« ЏЎ« ггяд Ќѕ нћ»бн —«»Ў «н Ќ”«» »нд“б ’ж— «бЎб«» жег« »«б”е—е б«дн Џ«н“е «‘жЁ гнд« ',neu
' Ў» ж«бд”я«Ёне «жЏн  яждн д”н н жЁя—н Џг ж »Џ’н— «бнж” Ёдѕн «ббн Ё÷б ”— г«»нд«..........“ ',neu
' - —Ќ  Ёнд  - Ёнян .. ',pos
' «д« ж? ≈д њ гнд ÷нЏ Ќ»д« »«нѕне.. ',neg
' ѕ« √н… «бЌ“д ѕ« :D ',neg
' «”ядѕ—«дм «еб«жжжжм ж«Ё ќ— г»—жжжя бб« Ќ«ѕ ”нѕ «б»бѕ ж”дўб «жЁн«Ѕ бд«ѕнд« «бд«ѕм «б«ебм https://t.co/MCI1N2RuWL ',pos
' ”»Ќ«дя «ббег ж»Ќгѕя √‘еѕ √д б« ≈бе ≈б« √д  √” џЁ—я ж√ ж» ≈бня ',pos
' Џ‘«д гЌѕ‘ н“Џб Џбм «бЌбж… ж«бг—… гЏ«… #«б«ебм_Ём_«бёб» https://t.co/lQd2VWaPnh ',pos
' @NabdApp яб Џ«г ж«еб «бгЌ—ж”… »ќн— жЏ«г √Ё÷б жг‘—ё ≈д‘√«ббе#г’— √г «бѕдн« ',pos
' жд«” гяд ‘   жёЏ «дег ггяд нёЁж« ћд»я ..гяд ‘   жёЏ «дег ггяд няждж« ё—н»нд гдя ..гяд ‘   жёЏ «дег ггяд нѕќбж« Ќн« я Ён «б«”«”. ',pos
' √дў— Ён ёб»я ” —«дн ! ',pos
' «б‘д«жн н—ћЏ «бг« ‘ «бћн »ём жяЁ«не ёбе «ѕ» ? ',neg
' «д  Џ«—Ё жб«ѕ «бж”ќ… бн… г‘ »нгж ж« њ Џ‘«д «бж”ќ… жб«ѕе !! XD ',neg
' «д« бж —∆н” «б“г«бя жЏ«—Ё «ѕ «не ёнге «бгд’» ѕе .. яд  еЏ—Ё «д гндЁЏ‘ »Џѕ яб г« ‘ « ябг ж‘Џж–е ж”Ќ— ж«‘ г Ёд«” .. «д« Џдѕн ?? ”де . ',neg
' -≈д  бне г» —ѕ‘ Џ «бгж»«нбњ -я«д ”«нбд  -ж бне Џ«гбе ”«нбд њ -Џ‘«д бг«   ’б √ёжбя ≈дн г—ѕ ‘ Џ‘«д я«д ”«нбд . -... -... ',neg
' @Rooy777 яб г« еж «?  жг«еж гжћжѕ »√г— «ббе ',pos
' @Ce_Ashraf »”  ќнб Ё—ё… я«д Ёне« «бддн ж—“ё ж»«”г Џбн жгЌгѕ ’б«Ќ  гЏ »Џ÷  ж ё—н»« гЌгжѕ Џ“  яг«д  »” »не«ћг »—÷« бжн‘н ',pos
' @Thaqafnafsak ћ“«яг «ббе ќн—« ',pos
' н«— дн г« Ё Ќ  «бж« ” .. ћж Џ‘ё ггджЏ гЁн‘ г—Џ«… б«Ќ”«”я жб« бЌ»я :3 ',neg
' «бЌ» бб«Ќ“«д ж «б жее бб≈д”«д ж «бн√” бб√жЎ«д ',neg
' @4e70c4f834b443c @mhader464 ггяд «бндя н д‘— Џ«н“нд д Ё—ћ Џбне« «бЌЁбе ѕм ',neu
' г«  Ќян‘ Ќ«ћ« бЌѕ е « бж я«д «ж—н» гдя Џ‘«д ен—же нЌям бб «ж—н» гдж #гћ—»е« ',neg
' @MostafaSalem707 »—ѕж » ћ»бн ”н—… «бг“«я—…  «д  Ќг«— н« Џ»ѕж !  «д  Ќг«— н”Ўм жб« «не !  ж”я Џбм Ќж«— «бЎб»… ѕбжё н . Ё Ќн г‘ гЏ«д« ',neg
' Ќ»««« Ёжжжё жЌ»««««  Ќ   #3alahwa  \\~ ',neu
' д”жж«д Џ д”жж«д Ёё— Ўжжб Џг—ег :D  #3alahwa „ ',neg
' «д« Џ«н“е «дћЌ гд џн— г–«я— ... ггяд њ!!!  #—”«бе_«бм_«б”н”н ',neu
' яб бџ«  «бЏ«бг Ќ»н я ж «ббе «бЏ«бг ? ',pos
' #3alahwa я«д Џдѕд« гѕ—” »н÷—»д« »ћбѕ… Ќгн— ж«Ќд« яд« дёЏѕ днд«жджбе (’ж  «бёЎе нЏдн ) Ё «бЁ’б жд—ж‘е »” я«д »нЁ —н Џбнд« «б’—«Ќе :D ',neg
' г»—жя н« «»д г’— #гЌгѕ_‘«енд ',pos
' @AlyGholam г«еж «д« »Ўб  »” «ббн ‘нб е  Џ»дн дня ',neg
' н”Џѕ —жЌя н« ћ«ян  ~ ',pos
' г«джб ћж“н… ё«б яб Ќ«ћ… б»« ‘няж Ём «бѕж—н «бг’—м «б« «дж бг« «бЌяг няжд џ»н ж гЏ—* «бгЁ—ж÷ нёбЏб… еѕжг…  #»«’м_бЏЁнЁм ',neg
' @MadaAlenizy «е«« «бн янЁя гћж“  ж« «д  г‘ г“«б нё—« ',neu
' Џбм Ё—Ќ… гнд««« ж‘н—ннннд б«ќжег ‘«енд ег« ѕжб жб«ѕ «б»бѕ жем ѕм г’—————— # Ќн«_г’— #гнд«_Ёќ—_«бЏ—» #MinaAtta http://t.co/qlYfbvioKE ',pos
' @Ce_Ashraf я«Ё—«ѕ б«дег г Џжѕнд Џбн «б«‘ »«я«  гЏ «б«гд жѕн я«д   ћ—»… гЁнѕ… Ё«ѕ ег Ён «бЋж—… ..«б«д ’«—«  «бёжгн… »ён ? ',pos
' ѕ« яб«г «бдћг гЌгѕ Ќг«ён Џд #гнд«««««««  Ёяж«бн” «б»—«нг «бж«÷Ќ «д Ќг«ён «б Џћ»е ж—я“ гЏ«е еж гнд« ЏЎ« #StaracArabia http://t.co/bPBBJeZXp4 ',pos
' @Ce_Ashraf б« г‘ яб «б«жб —«” ‘»«» ћ«гЏн «д« я«д гЏ«н« Џ—»ћн…  Ќ—Ён« ',neg
' ж гд ЌнЋ б«  ѕ—м яѕ«  »ём гќджё ѕ« «янѕ ”»»е «д «д  Џ»н  ж‘б  ћж«я я н— бЌѕ бг« г»ё«‘ Ём Ќн“ н”«Џ «я — гд яѕ«.. ',neg
' Ў» «д« »ћѕ Џ«н“ «—жЌ жг‘ Џ«—Ё  Џ»«д дня г‘ еёѕ— «”жё Ќѕ нћн н—жЌдн н« ћѕЏ«д ',neg
"' """"""‘еж… «бћжЏ°   џб» «Ќн«д«р Џ «б‘еже «бћд”не!!"""""""" '",neu
' ггяд няжд «я — Ќ«ћ… »”Ў я жЁ—Ќ«д »не«  яжд ем г’ѕ—  Џ«” я Ём «бЌн«… ж«бЏя” ’ЌнЌ #ёѕ— #џн» ',neu
' @MamdouhZaki_ г« нЏдн яд  ‘жЁ  бдЁ”н н« ѕнЌж ж»Џѕнд е‘«г √я»— гдя »3 ”днд нЏдн ёѕ«ге ‘жн… жнгж  «д  б”е ‘»«» ',neu
' √д« »”ёшЎ .. Zzzz ',neg
' @Ce_Ashraf нЏдн я«дж ÷ѕ «бЋж—… ждћЌж «б«ќж«д њ ',neu
' @sherifsarhan333 Ќ”»н «ббе ждЏг «бжянб ѕжб яб«» гЏдѕег‘ б« ѕнд жб« Џёб ж «б‘«г  бе нжг ж«ббе  Ё «бћд… н« ‘енѕ «бж«ћ» «бжЎдн ',neg
' @ayaeid15 @googooo448 Џн“нннннннннннннннд Ёнѕнжжжжжжжж »бннннннннннннннн“ ',neu
' »«н –« ж«н «д« гб  гд «б”н«”е жяг«д «бг« ‘«  Ё«÷б «не яѕе де—н Ёне њ!! ',neg
' @dodokemo98 г«бе »ён жЌ‘ нЏдн ! :( ',neg
' ёжбн «Ќ»я ян  “нѕ ж”«г н Ё »џн— Ќ»я б« «яжд ж”нг« ',pos
' яб «ббн нжге« Ё—Ќ е гЏ«я »нЏ–»дн ',neg
"' """"""«б’«Ќ» «бдѕб “м «бябж °° б« где н” — жб« где нѕЁм"""""""" '",neg
"' "" ж«÷—ж”: «бЌ—н… «б“«∆ѕ… \""""г÷—…\"""".. жнћ»  ‘ѕнѕ «б—ё«»… Џбм «б≈д —д  г‘ д«ё’ яг«д џн— «де нЎб» »гЌ«яг «б Ё н‘ » «Џе «бЏ’ж— «бж”Ўн '",neg
' @sene_18 џ»не ',neg
' «д« «г н д”н я њжб« Џ‘«д «д« г‘ » ябг .......... ',neg
' яЁ«— ё—н‘ ѕжб я«дж ж?ѕ ж”ќе ћ«Ќѕнд «жжжм »ём «бд»м нЏ—÷ Џбняг  ѕќбж «?”?г ж ѕќбж «бћде ж —Ё÷ж«  я«дж енќ”—ж« «не нЏдм г‘ «Ќ”д гд «?’д«г ',neg
' #«бжЎд   »«бЁнѕнж  ‘—нЁ гѕяж—: еЏ—÷ 10 Ћж«дн гд √џдн… «бя—н”г«” Џ‘«д «б»«ён Џн»  http://t.co/gERNulcRtM ',neu
' @yasmina_ehab  ж«ббе «д« »џн— ћѕ« Џбм √ќ н г‘ Џ«—Ё бне ',pos
' @magdymohamed_ «нж… г‘ ѕе «ббм ёд«… «б‘—ё ћ«» е њњ ѕе Џдѕм Ём «б«’ѕё«Ѕ Џбм «бЁн” њњ ж«Џ—Ёе ',neu
' @Passantadeel ;; «бќжЁ «ббм нќбня г‘ Џ«—Ё  Ё—Ќ ѕ« гд «”ќЁ «бЌ«ћ«  Ё «бѕдн«. ',neg
"' ""\""""@ranasamaha9t “џ—жЎ… б№\""""—д« ”г«Ќ…\"""" Џё» Ёж“ ‘«енд »бё» ” «— √я«ѕнгн: “џ—жЎ… б№\""""—д« ”г«Ќ….. http://t.co/ZNF7m8oxg9 http://t.co/XcdLqKcbyS '",neu
' гбЏ№№жд ¬»ж «б¬Ќ н«ћ .. ',neg
' @IbrahimsaidAd«гнбя «н… Џбм «бЁн” »жя н«я«» д .ж«д  Ќ«бн« » бЏ» Ём д«ѕм «н… ',neu
'  Џ—Ё Џбм WhatsApp Messenger бе« Ёя «б–ян жёг » д“нбе «бнжг гд https://t.co/9wlm8HK7Ad ',neu
' @abca555 «д« Џн“ « Џ—Ё Џбнян ',pos
' «бяЁд гбж‘ ћнж» н ЌЎ Ёне« «бЁбж” ',neg
' @rana_hassan1 «г Ќ«дм »я—е :)  »” яѕе ',neu
' @GhadaAbdelRazek  я№№№б Џ№№№«г жЌ№№»№№я «б√ћ№г№№№б н« г÷№№№жн ‘гЏ№№… ”№№дн№№дн я№№№б Џ№№«г ж√д№№  «б√жб Ё№№н Ќ№№н« №н жё№№№б»н жЏ№№ндн ',pos
' ‘џб »н÷ «Ќ« дня н« д«ѕм гЏ—÷ гбн«д  ...... ',neg
' @FahadshalabiJcf  http://t.co/6wVxib18Ke  гжёЏ  Џбнгн бб«ЎЁ«б http://t.co/L03p0dcJZ9 ',neu
' ж нжг г« Ќ»е« .. Ќ»е« гд ÷Ќя е« ? ',pos
' «бнжжг ябд« Ќг«г .. new experience ',pos
' ж«ен ќб’  «бЌя«н… .. »«бќн— «Ё я—е« ',pos
' я«” нбж «бгд “е »ё« ќ—е дня ',neg
' @badorh666 «ег ‘∆ ...«бЎ«Џ… ..... ',pos
' «нжжжжжжжже »ём н« гнджжжж жЌ‘ д««««« #гнд«_Ёќ—_«бЏ—» #MinaAtta http://t.co/yYQoMrOh9b ',pos
' «бЏ‘—м ћжд #«б“г«бя «б«жб ћжб ж«Ќгѕ «ббе б«де« бг нЌ ”» я«ѕ «д« нџн— «бд« нће  «Ќ« дЏгбяж« «не  «дм н« жб«ѕ «бг—е  Џж“нд Ќяг гд «б’нд Ќяг гЏ ',neg
' @AsmaaElwasek «“«н «”г«Ѕ ',neu
' #Џбг дн_«бЌн«е √д «б–нд нЏн‘жд Џбм «б√—÷ бн”ж« гб«∆я… »б »‘— ёѕ н’н»ж« жёѕ нќЎ∆ж« Ёб« нћж“ √д √Ќяг Џбм ‘ќ’ гд гжёЁ ж«Ќѕ  Џ«гб  гЏе Ёне ',pos
' #гн—н_я—”г” яб ”д… ж«д г Ўн»нд http://t.co/nEn1tHSrpw ',pos
' ж «д ем г‘ж«— «бќж«ћ… ',neg
' г‘ Џ«—Ё «» ѕм г–«я—е гднд :/ ',neg
' @mskhafagi  ≈ќ ’—ж« «бЎ—нё »ѕб« гд ≈ќ н«— «бгд’Ё Ћг «б«дёб«» Џбне н»ѕж √д  «бѕжб… «бЏгнё… ÷«—»… »ћ–ж—е« Ём ѕжб «бЏ«бг «бд«гм ябе ',neg
' ≈– ќ«д  «бг—√… Ёен  »ЌЋ Џд «б≈е г«г .. ж ≈– ќ«д «б—ћб Ёеж н»ЌЋ Џд Џ«е—… ',neg
