tweet,class
' «”гЎ ‘Џж— ...  ёЏѕ г÷«нё ж  Ё Ќ «бя«гн—« «б«г«гне »«бџбЎ.. нЏдн еж «бж«Ќѕ д«ё’е егжг. ',neg
' @Ticker_TwiPress  ”бг :) ',pos
' @001c00544a0e4a2  ЌЁ… «б’ж—… «нж… яѕе «б« «д« Џндм жћЏ дм гд «б«»н÷ ж«”жѕ ',pos
' @BassoumaTiskat Ў» г« —жб« я«д «бгд ћ «дѕнгжб ябжѕн« » Џ »— г”б”б ж»  Ќяг Ём «Ќѕ«Ће жё«б е« г—е ег« «ѕжд« Ќн« ег 4 ‘еж—  Ќ   ’—Ёд« ',neu
'  Ќ»ждн ¬ѕЏж «дн «Џн‘ Ўжб «бЏг— гЏ ѕ«ѕж ? http://t.co/K1qskLjgLx ',pos
' «д« Џ«н“ Ќѕ няжд Џ«н“  нЁ÷б ж н«н« »ѕжд √”»«»  ѕж—  Ё№ я‘Ё «ббм √Џ—Ёег  Ё№ бён дм √ќѕ  «бяб џн«» ! ',neg
' гд н”жбн Ќ”«»н яня г«”дћ— »бн“ д«Ў—е ',neu
'  ’»Ќж Џбн ќн— ',neu
' @fatmeAbdallah Џгб нбж њ ',neu
' «ббег «дн «”«бя гжћ»«  —Ќг я жЏ“«∆г гџЁ— я ',neu
' «б–нд д—Ё÷ √д дд“б бг” ж«ег б« нЏ—Ёжд √д Ћг… Ё—ё« ‘«”Џ« »нд «б я»— ж «б —ЁЏ «б —ЁЏ ‘нЅ н‘»е д’нЌ… √ебд« бд« ждЌд ’џ«—: ≈н«яг ж√жб«ѕ «б‘ж«—Џ ',neg
"' """"""гд  бЌўе ћ   ѕ«—ндн ж Џѕн ° «д  Џг— ’—  «Џн‘е гд ћѕнѕ"""""""" '",pos
' @suzy_farag @Lujainx_ »” »«нд Џбня бн еб»« Ён б»д«д ',neu
' ”гж« «б»нд« “м г« няжд Џб«ёе ’ѕ«ёе Ќ» жћджд #«»ж_“н“ж ',pos
' @mhmdaboda ггяд   ’б »—ёг 367 гд дЁ” —ёгя гё«»б 5 ё—ж‘ ббгя«бге ж  √яѕ гд  ”ћнб »н«д«  «бќЎ н« гЌгѕ  Zahran ',neu
"' """"""@BuriedDiva @HookaHandle @YasmineBarey @Serahlisation енЎжб »”—Џ… бг« «ё’не° «д н Ќбж…"""""""" '",pos
' б«  Џбнё «Ўб«ё« нЏдм .. ',neu
' «д« »Ќ» «бд«” «ббн » ѕЏнбн «жн ? ',pos
' еж «б«бЌ«ѕ »ём гж÷… еж яг«д !!!!!!! ',neg
' @Serahlisation Ќ«”… г‘ г √яѕењ ',neu
' ¬жЏ№№№м Ё№№№№м н№№№№№№№№жг  №№д№№”№№№м ¬д№№№е я№№№№г№№№¬ # №№№№№ѕн№№№№д_ №№№№№ѕ¬д ',neu
"' ""\"""" ’«Ќ»я «ббн «ё—» бня гд «ебя ??\"""" '",pos
' @lameesh #ед«_«бЏ«’г…   бгн” «бЌѕнѕн  жѕЏ 2014: http://t.co/OmNeupktOr Џ»— @YouTube ',neu
' @LindaAbouElezz бн ѕм янж  ќ«б’ нЏдм г‘ » Ќ»м ян—г  http://t.co/d6ojoCRHYU ',neu
' @BtissamSalma е г”яж« Ё ќд«ё «бг’—ннд яг«д њњ г‘ яд« Ќ»«н»яж« «жб «б»—д«гћ њ б« «бе «б« «ббе Џ «бџѕ— ',neg
' Џ—»н…  —Ќнб«  «бг”«ћнд «б”н«”нд «де«—ѕе Ён «”ядѕ—н… я«д Ёжё ’ж  «б”—нд… ’ж ег ћж« »нёжбж« ! Ћж—… ! Ћж—… ! Ћж—… ! ',neu
' Listen to Ён—ж“- бн«бн «б‘г«б «бЌ“нде by NoraMaG #np on #SoundCloud https://t.co/qReFcRW3Sn ',neu
' «Ќ”«” Ќбж «г  ЎбЏ еѕжжгя » «Џ  «б‘ « ж б«ён Ёне« i_phone  яд  д”не гд «б‘ « «б« Ё«  ',pos
' @fatumtamixo яжн” д‘жЁ - ‘я—дш ',pos
' √не« «б“г«д .. г« √Ћёб ж“дя Џбм ўеж—д« ж√я «Ёд« .. Ёябг« я»—д« дЌд .. Ћёб у √д  ! жябг« Ќгбд«я .. «дЌднд« яЋн—«р ! ',neg
' «б’б«е н« Џ»«ѕ «ббе.... ',neu
' яж—н« «б‘г«бн…  ’Ё √ж»«г« »«бё—ѕ »Џѕ Ќ—г«де« гд «б≈д —д  http://t.co/9cnm3eCCD9Е/overseas/2014-12-27-1.2275110 ',neu
' @amr_elqatary  еб «д    Џ«Ўм «м джЏ гд «дж«Џ «бгќѕ—«  њњ XD ',neu
' «б«г»«б«е ',neg
' н« ћг«Џе «б»  Џдне« —ен»е ',pos
' @weird3gila г« «дЌ»‘ гЌгѕ еднѕн ',neg
' ег« Џ«гбннд дЁ”еег »нЌ»жд« ж¬Ќд« Џ«гбнд дЁ”д« г’ѕёнд жябд« »д” е»б Џбн »Џ÷ ',neg
"' """"""бн” ед«я —ћб н” Ќё «д  »ям гд √ћбе °жб«  ’ѕём «де Ќ“нд бЁ—«ёя° Ё ѕ«∆г« Џдѕ яб ‘—ём »ѕнб ! д“«— ё»«дм"""""""" '",neg
' @weird3gila еееееееееее г«Ён‘ ћж ',neu
' «б ’—Ё Џбн Ў»нЏ я еж «Ќ”д Ќ«ћ…..г‘ г÷Ў—  Ћ»  Ќ«ћ… бЌѕ..г‘ г÷Ў—  Ћ»  Ќ«ћ… бдЁ”я..г‘ г÷Ў— «дя  Џгб «н Ќ«ћ… Џ‘«д «д  г ’«бЌ гЏ дЁ”я жЏћ»«я яѕ… ',pos
"' """"""@Maaaaiiiii ж»Ќ» «б√ћдѕ… «бг ё”г… √н«г »—ѕж г‘ «ббн яб нжг Ён ж—ё… жя»н—… ћѕ«р ѕн° »” г»” ќѕге«‘ ж»Ќ Ёў »не« “н г« ен яѕе ћѕнѕ…! :D"""""""" '",pos
' @AShohdy67 бж «гЎ—  «б”г«Ѕ Ќ—н… ”нЁ Ќ «бЏ»нѕ «б‘г”н… ',neg
"' ""ж бн ёб» Ён «бгЏ ёб «Ё ёѕе »‘ѕе? #«бЌ—н…_б—жЌн :\"""") '",neg
' @FatimaNaoot ќбм «б”н”н ндЁЏя http://t.co/xZRZFlRhyA ',neg
' #”гджѕ н» Џѕ.. ж #“Ё м ж #ѕ”жё Ќ»«н».. ж«д Ё«÷… Ё—ё «бё«Џ Ён Ћ«гд #«бё”г_«бЋ«бЋ  http://t.co/MixGhRC3le ',neu
'  жн — ж ”д«» ж Ё«н»н— г—÷ ћѕн«  ёЏѕ гЏ‘  ёѕ—  ёЏѕ »б«ед ',neg
' —»д« нд ёг гд яб ў«бг #гЏ ёбн_«б« Ќ«ѕн… ',neg
' @Hesho__ ’ж—я ябе« н« Џг.. ',neu
"' ""I\""""m at Kuwait Embassy   ”Ё«—… «бяжн  https://t.co/QdOnwGzNPM '",neu
' @nadosh829 @ranasamaha9t бё«Ѕ бне« Џбм «б»нѕћ » «Џ е« #RanaSamahaTeam ',neu
' б« Ќжб жб« ёж… «б« »«ббе ',neg
' г ёдЏдн‘ «дяж« » Ќ»ж« »Џ÷ гд Џбм «бд  гдџн— г ‘жЁж« »Џ÷.. ‘џб гд ѕм “е—е «бќбнќ ѕ« њ! ',neg
' г‘яб д« «д «Ќд« Џ«гбнд дЁ”д« Ё«егнд «бѕнд ’Ќ  ж г‘ Џ«—Ёнд «дд« бж Ќ«жбд« Ќ н дЁег г‘ еняжд ѕ« Ќ«бд« #—»н_«’бЌ_‘«д_«б«г… ',neg
"' ""\""""@l_altoaimi: @bnt_sdeer @maysa24452736 @Aljwhara_hushan @mhm27m @GH200922 @Elahla @bosy @taleen1122 @af жн”Џѕяг «ћгЏнд ¬гнд н«—»\"""" '",pos
' «б”«я  Џд «бЌё «»д ж”ќ…. ',neg
' г’—н ’»н Ќбж«дн ќ—нћ «ѕ«» ',neu
"' ""\""""@mom_reem: «бжё х ж «б≈е г«гх ег« √ћгбх ж √Ћгд ‘нЅ ёѕ  еѕне б‘ќ’  Ќ»ше\"""" '",pos
' @Somia_Usama —»д« нќбням н« —» ^_^ ',pos
' @nane_tot Џбм Ёя—… «ббм »ня » »«нж ћгнб ж ж—жѕ ж’ж— е Ќ«Ў е« Џнжд ж —жг«д”н… жнЎбЏ Ём «б«ќ— √ќж«д «»д яб» жн“Џб гдм Џ‘«д »‘ г Ёнег Ў“ Ёне ',neg
' н«  Џѕб «Ќя«гя н« «г«  бг  ”—н»« я  яЁ«н… Ё÷нЌ… —нЌ яг »ё  гЏЁд… жЁ«нЌ… ќб«’ ',neg
' Ё«дў—ж« янЁ  ”бяжд »«б ѕёнё б« яћеб«Ѕ »б яЌяг«Ѕ ',neu
' @el_khalifa91 ё’ѕн ”«д « » «Џ «б merry Christmas ',neu
"' ""It\""""s hard that the day of –я—н жЁ«… ’Ќ» я  еж еж нжг Џнѕ гнб«ѕ… ж«Ќѕ… гд ’Ќ«»я «б «дннд  :/ '",neg
' бж Ќ н »нёѕ—я енЏ—Ё «дя г ѕ«нё г‘ б«“г нябгя Џб‘«д нЏ—Ё ',neu
' @mahdi_rowyda Џё»«б «б»«ён н« —» ',pos
' «ббег √‘ъ—цЌъ ’хѕхж—уд« »ц«бёх—ъЅ¬дц .  «ббушехгуш дужцш—ъ ёх»хж—уд« »ц«бёх—ъЅ¬дц.  «ббушехгуш «ћъЏубъ «бёх—ъЅ¬ду ‘у«ЁцЏ«р буд« ',pos
' @lameesh гЌгѕ ‘«енд нџдм е«д «бжѕ бЏ»ѕ же«» жнџдм еж« жгнд« «џдн… бг’——— &lt;3 !! ',neu
' @khater264 г« ‘«Ѕ «ббе —»д« нќбне« ^_^ ћгнб… ',pos
' @PSH_Supporters  г№№д «ћ№№г№№б «бд№№¬” «бб№м ‘№№жЁ№ №№е№№¬ Ё№ Ќ№№н№№¬ №№м ж«бб№№е .. Ќ№№¬ћ№№… ’џ№д№№д№№… я №№е№ ??? #»№№¬—я№_‘№№н№д_е№№¬м ?? ',pos
' «б O.B г«‘н… »÷е—е« ж ЌЎ  Џбн« ',neg
' @MohamedMonem011  г «гЏбг ',neu
' Џ¬—Ёнд ¬Ќд¬ бне ћнб гя ∆» !! .. Џ‘¬д Џ—Ёд¬ яб Ќ¬ће Џ Ќёнё е¬ »ѕ—н .. ',neg
"' """"""\""""«б√ѕ«Ѕ нхд”н ° жбяд «бд нћ…  »ён\""""  - *»жб” ”н“«— г«бѕндн   Џбнёе Џбн Ёж“ гд ќ» г’— °  Џбн гд ќ» ≈нЎ«бн«  1/’Ё— http://t.co/Mw0gUR4Ijb"""""""" '",neu
' @Jalmuhammadi «ббе н”гЌ ѕ—ж»я ',neu
' я”г «г Ќ«д «де«—ѕе ',neg
' бж ем » Џдѕ гЏ«я Ќ«жб «д   Ќ жне« ж ќбне«  Џгб «ббм «д  Џ«н“… »” »г“«ће« ;) ',neu
' - Ўб» [[ Ќ”№«г Ќ”д ]] г№д «ѕ«—е «б« Ќ№«ѕ «б”ядѕ—н «б Џ«ёѕ гЏ «бб«Џ» б ѕЏнг ’ЁжЁе ж »«бЁЏб  Џ«ёѕ гЏе «б« Ќ№«ѕ «Џ«—е 6 ‘еж— гд «б“г№«бя !! ',neu
' «бёбг « я”—. «нѕяж Џбн 82 ћдне. ',neg
' @Khaled_ELSrOugi «не еж њ ',neu
"' ""бяд ”г«Ѕя ггЎ—…с ж Ў—нёя г”ѕжѕс :\""""D '",neg
"' """"""« Ќ«ѕ «бя—… «бг’—н°  «бд«ѕн «бг’—н «б»ж—”Џнѕн"""""""" '",neu
"' ""\""""@headayaty: @mhm27m @pinah17 @rinaelfira @MettySarmiati @MRAYudhistira ег ееееееееееееееееее\"""" '",neu
' @Nourdora бне »” њ ',neu
' яб ‘∆.... http://t.co/p8hBfo744a ',neu
' @M_Odeeb џбЎе гЎ»Џне «бж«ѕ ’«Ќ»н «»д «бяб» ё«бн џџЎ ж»Џѕнд ’бЌбн :( ',neg
' яЁ … —“ ? ',pos
' #MinaAtta_on_cbc  гнд« ЏЎ« едбЏ» ”ж« »«б —дѕ «”∆бе Џд гнд«  ед‘жЁ гнд «ћгѕ гнд«жн№/№е Џ«—Ё яб Ќ«ће Џд гнд« »«б«я«ѕнгн  б«“г «б«ћ«»е »«б «ё ',neu
' Ёнд «бЌ«ћ«  ѕм њњ ',neu
' #prt «ж”я«— «Ќ”д «». ',pos
' @_Mayar_ «ћгб «Ќ”«” Ён «бяжд ж«ббе ',pos
' «ббег √ћ—дн Ён г’н» н ж√ќбЁ бн ќн—« где« ',neg
' @doo_84 Џгб  яжн” Ќгѕббе Џѕм .. ',pos
' #«бжЎд  г Ќжб ћд”н«р гд жбѕ ≈бм »д  н —«ћЏ Џд ≈ћ—«Ѕ «бЏгбн… »Џѕ ќ÷жЏе бћб”«  «бЏб«ћ «бдЁ”м  (гбЁ)  http://t.co/QxnSR5eXQV ',neu
' «ббег √г”нд« Џбн —Ќг« я Ё√ гг бд« џЁ—«дя http://t.co/Q4fh87ZFzw ',pos
' »Ќ” »«г«д нгб«дм бж »дЎё Ќ—жЁ «”гя ”«Џ е« бж »гж   —ћЏбм —жЌм .  Ём Ќ«ћ… дЁ”м Ёне« н«г« Ќбг  »не«  ќѕдм Ќ»н»м Ём Ќ÷дя жнёЁ «б“г«д #”гн—… ',pos
' бг«  нћм ббЁ«ндб »Ќ” «дм Ён« Ќ«ће џбЎ  Ёнд «ббм еЏж÷ Ёне ѕе ',neg
' @Amani207 @mezo83 «»я«дм ягѕ«  ..жёе—« ',neg
' @tolyana1  я¬Џ¬ѕц ся  с’тдъЏ гдъ ¬бхЌт—жЁу ябхг¬ с џ¬ну… Ёуну ¬бх—ƒЏ… ',pos
"' """"""@MahaAzim_ бг« √”г«Ѕ Ќгѕн √ќѕ  ж«ббн гЏ«е« √ќѕж« ќг” ”днд. г” жЏ» ‘. »Џѕнд ёб  ЁЏб« «бдў«г ѕе г‘ енягб ќг” ”днд° жн«—» г« нягб ”д…"""""""" '",neg
' @niveenfady —»д« н”гЏ гдя ?д «бж«Ќѕ нёжб «не Ём  Ўжнб «бгЌяге ',neu
' «б«ебм еня”» Ё—ё ”яж— я»н— дня ',pos
' @helal_naser ’«Ќ» «б÷—»… «бћжн… «б«жбм ѕ… ё—«— «б—∆н” «дж— «б”«ѕ«  жЏ«ЎЁ «б”«ѕ«  «жб гд ё б Ём Ќ—» «я ж— ',neu
' #DayOut #ADayToRemember #InstaFun #CairoUniversity #InstaFriend Aya El-7ub *.* &lt;3 Ё«бћ«гЏ… г« ё»бЕ http://t.co/yQAOKrxxPi ',pos
' @Ans_malik1 @RnosRnosh @Loka_koko93  г«‘н ««г— н« «Ёдѕг ',neu
' @hh30247781   ¬д— цн #”г¬∆н #г”««∆н .. ж»¬ё¬ ъ ¬б¬г д¬дъ бц гх—ж—яц ¬бугх‘—Ёъ жбя гдн »«ё… ж—ѕ ен ”б«гн ',pos
' #MinaAtta_on_cbc  гнд« ЏЎ« «не ѕ« »ё« ѕ« »ё« ѕ« »ё« ѕ« http://t.co/6wdplzEZ9m ',pos
' @hamdi300 г”«∆я «ћгб ',pos
' @bestHayah жёЁ ж”бг Џбнд« жяд  еЌ–Ё «бгд‘ж— бё яж Ќ–Ё ждм ‘я—««« бняжжжжжжжжж ',neg
' «жб Ў«б» нћ гЏ Џбне Ќ» «бЎ?» ябег жнЎ«б»ж яб Ё«д“« е г »«б ’жн  бне #гЌгѕ_‘«енд  #бнЋ_«бг’—н_«б”«ѕ”  #яд“е_Ќ»н»е_«бг’—ннд ',pos
' «бЎ«б» «бжЌнѕ Ё  «—нќ ” «—«я «ббм џд« беЌ«  жбџ«  гќ бЁе ж«»ѕЏ Ёне« #гЌгѕ_‘«енд  #бнЋ_«бг’—н_«б”«ѕ”  #яд“е_Ќ»н»е_«бг’—ннд ',pos
' г«“«б ћ«—нѕж »нћ—» ',neu
"' """"""гя«д гЏ—’ ж«бд«” Џ«—Ёе √де гя«д гЏ—’ ж»—÷е »дёЏѕ Ёне° дгж  Ён ћбѕ «б–«  ж«ббе"""""""" '",neg
' ћне ёб»я ѕе ЁЋ«дне Џбёдн »ня? ',pos
' »я—е «б»д«  «ббм »  ябг “м «бжб«ѕ ж Џ«гбе дЁ”е« Џ»ѕе гж е !  *«д м гё—Ёе «жм Џ Ёя—е * ',neg
' бж ”√б я «д  г’—н е« ёбн «не еёжбя : ёѕ— «ббе г«‘«Ѕ ЁЏб ',neg
' «б”   √г гЌгѕ «бћдѕм ......... ж«б«” «– «»жћня« ..... г‘ ”«гЏ бег ’ж  нЏдм ..... д«—ег »—ѕ  ќб«’ жб« «н… њњ! ',neg
' «’џ— Ў«б» ”д« Ё  «—нќ ” «—«я н«ќѕ «ббё» #гЌгѕ_‘«енд  #бнЋ_«бг’—н_«б”«ѕ”  #яд“е_Ќ»н»е_«бг’—ннд ',pos
' н«џн«»ег .. бн я  –жё џн«»ег : (( ',neg
' #Ќ«ћ…_»” Ё“_где« «б ћгб ! ',neg
' гнд« ЏЎ« #MinaAtta_on_cbc  гндж « «ќ—  бне н« г««««««««««««««««д ',neu
' @hameed_farouq еж «бяб«г «янѕњ ',neu
' #Ќ«ћ…_»” Ё“_где« «д «Ќгѕ нжд” н«ќѕ «ћ«“… гд «б»—д«гћ  @Ahmad_Youness  #3alahwa ',neg
' гнд« ЏЎ« #MinaAtta_on_cbc  гд« ЏЎ« еж «б «ћ»—дн « «»Џ ”н“жд 10 ',neu
' # ”—н»«   ќбж гд «бЁ»—я«  гег« Ќ«жбж« √д нЎг”ж« √ж нѕЏж« √ж нќѕЏж« Ёбд н’ѕёег ≈б« гд √’»Ќ нежѕм жн” Ќ» «бќѕ«Џ ',neg
' «бЌ«б… «бдЁ”н… «б“Ё  ѕм е гж дм ё»б г«  ќб’ ж «Ёжё где« ',neg
' @123Fahode @heetm2013 «д« г‘ »дня Џн«б н«»дн—  —жЌ «бЏ» Ём Ќбг… г«г« «Ќ”дбя ',neg
' »нд «б»‘—  «ненд гд яб я√” ‘«—»нд @ “Ё н http://t.co/PPLaMinauN ',neg
' @RaB3a1188 @youm7 @22lm22 геж «бЏбг Џбн ж”Ў «бгж“… бн… » Ќягж« ’«Ќ» гЌб«  «б жЌнѕж«бдж— н«жб«ѕ «бж”ќ… ',neg
' «бќгн” «бё«ѕг. «—”д«бvs ”«жЋ«г жд  ‘б”м vs  ж де«г г«д‘” — vs ” жя ”н м «б”н мvs ”дѕ—?дѕ ћжбе ен« «?ќ— Ём г’бЌе «?—”д«б Ём Ќ«бе «бЁж“ ',neu
' н«—» «д« Џ«ж“ дЏг… «б’»—..»” »”—Џ…. #cpd ',neu
' гнд «б б»”  ‘н—  Ём «бћде н« нж”Ё њ ',neu
' @oha_doghiam ’«б№№№№№№№№№Ќ ',neu
' н”Џѕ г”«яг ^_^ ',pos
' нуРЁнР Џу»Ћ« р »ду« √не¬ ¬б‘?жё ъ Ёуёѕ ъ Ё¬÷ у ¬бёуб» х жућЏ¬ . http://t.co/L9esmNV9DN ',neg
' ж—«Ѕ яб ж«Ќѕ Ёнд« ж«Ќѕ ж«Ќѕ »н” ў—Ё жЏ«гбд« ё«—днд г‘ б«“г «бё—днд няждж г»«‘—нд геж ггяд  яжд г ћ”ѕ… Ё гжёЁ џб” # ё«ЎнЁ_Ќн«… ',neg
"' """"""н« —» бн” »ћѕн жб« ≈ћ е«ѕн ≈дг« » жЁнёя ° «ббег жЁёдн Ё≈д «б жЁнё гд Џдѕя ж«‘—Ќ ’ѕ—н ж”еб √г—н Ё≈д «б ”енб гд бЎЁя . ??"""""""" '",neu
' @cat418cat @dotmsr  б« г‘ ж«ќѕ »«бн г«бе« ѕн њ ',neu
' «Ќд« ед» ѕне« яѕе н« Ќяг ',neg
' Џ«г ”Џнѕ Џбняг н«—» 2015 ',pos
' @9a95ca00a112439  гЁн‘ «Џ«ѕе «бде«—ѕе ',neu
' #Ќ«ћ…_»” Ё“_где« «б«ЎЁ«б «б » … :-D ',neg
' ѕ«нг« гЏ«е ж —жЌд« Ёѕ«е. ',pos
' Џ»«—е гЌ—жёе жЎн«—е гЁёжѕе «бЏ«бг »ён я«—Ћн ',neg
"' """"""?№? ?у?№?у№?ъ ??ъ ?у№?х№??у ?у??ц№? ??ц??ц№?у№??у№? ?у?№? ?у?№?ц№?у ° ?у ??№№?у ?у№??ц№?ъ?у№№? ?ц? ?у№?№?ц№?у .."""""""" '",neg
"' ""#ќ«’: г’«ѕ— ќ«’… б—’ѕ: «б—∆н” гЌгѕ #г—”н ”н ЌѕЋ Ён ябг… бб‘Џ» √г«г «бгЌяг… »ё÷н… #«б« Ќ«ѕн… ж«бгё——… нжг «бЋб«Ћ«Ѕ 30 ѕн”г»—\"""" '",neu
' @YasmeenWahba1 «ббе ',pos
' «д« ‘«нЁ… «д «бѕдн« «ее » бЁ Џбн —ћ» «бЎн» ж«ж»«г« ж»Џѕег «”—«∆нб жёЎ— Ќ  бЌё дЁ”е« ',neu
' гЁн‘ «Ќ”д гд «б‘ќ’ «ббм нЁегя ж«д  “Џб«д Ќ м бж ÷Ќя  ? ',pos
' ћжжжжжжжжжжжжб ',pos
' ѕ« »н÷—»е »«б‘бжЎ н« Ќяг !! ',neg
' д гдм жћжѕ «бЁд«д… @ranasamaha9t  ÷гд «бг—‘Ќнд ббћ«∆“… бе–« «бЏ«г @TheMurexDor  #RanaSamahaTeam http://t.co/WysAk137PG ',neu
' «Ќ Ё«б Џ«∆б… —«ѕн« дндћжб«д »Џнѕ «бгнб«ѕ http://t.co/fbLe0jS1in ',neu
' Ён «бгѕ—”… яхд  √ўд √д «бѕш—” «б’Џ» еж «б–н н” Џ’н ЌЁўе   √г« «бнжг Ё№ «бѕш—” «б’Џ» еж «б–н н” Џ’н / д”н«де ..! ',neg
' Ё «бЁг ÷Ќяе жЁ «бёб» Ќя«н« ?? ',pos
' «ЌгѕгЌгѕ ',neu
' гнд« ЏЎ« . .? яб «б »ня » «я — гд  «ё н—я“ Џ  «ё «ббё«Ѕ »””””””   #MinaAtta_on_cbc .. ',neu
' #MinaAtta_on_cbc гнд« ЏЎ«  «бяб ёѕ«г «бtv жя«де г»«—«… «бгд ќ» Ён  де«∆н «гг «Ё—нён« ',neu
"' """"""√Ќ»» я г—џг« бн” б√дя «б«ћгб ° »б б√дя «б√Џгё ° ЁЏ«‘ё «бћг«б Ён «бЏ«ѕ… √Ќгё .. !"""""""" '",pos
' «н«г «» ѕ«Ѕн нЏдн «бг Џе ж «беб” (яж—е/7Ўж»« /«бгдѕнб/»нж÷е) «бж«Ќѕ гяд‘ »нд“б »Ёбж” . ж —ћЏ еѕжгя г »еѕбе гд я — «ббЏ»...#Џн‘… # «дне ??:-D ',pos
"' ""\""""Ён ЌЁў я «» «ббе ... √бёц «ббжг Џбм дЁ”я »«б ё’н— √ж «б √ќн— жб«  —гм »е «б¬ќ—нд ... гд “жћ… √ж √»д«Ѕ √ж «бж«бѕнд √ж Џгб ж«б “«г«  «бЌн«… '",neg
' «бдў«г #prt ',neu
' @Wld_3z_ «ббег √дм √”«бя ёб» ќ«‘Џ« жЏбг« д«ЁЏ« жб”«д “«я—« жћ”ѕ« Џбм «б»б«Ѕ ’«»—« ',neu
' Џ»ѕ«бў«е— е«нб «б‘жЎ «б «дн ',pos
' @shehata_sh @amyelsokary  жбя Ём г’дЏ «бѕќнб… гЋб ж «б–м бг н г ”ѕ«ѕ ёнг… «”ег Џ“ Ёне Ќ м «б«д ж«бг ж—Ў Ёне ж“—«Ѕ ”«»ёнд «Ќѕег Џгб »«бг’дЏ8 ',neu
' @ranasamaha9t —д« —д« —д« Џ«н“е ќг” »ж”«  Џ‘«д «бЏнд ж«бЌ”ѕ н«б« н« ёб»м ',pos
"' ""г««д« « Џжѕ  «Ќб«гн «‘жЁе« » ћ—н ёѕ«гн ж г««бЌёеб‘ :\""""(! #н√” '",neg
' @SIWIE_7 @DoaaElSebaii ѕжѕж н« ёг— яд н гдж—е «де«—ѕе Ќ»н» н?? ',pos
' гќб’… жгЎгд… же’Ќм »я—… «»ѕ«  «дм ^^  «ббег бя «бЌгѕ &lt;3 ',pos
' ≈д «бћг«б я”«я гд ж—ё «бгЌ«”д г« я”«я жд»  »нд ћж«дЌн ж«бёб» гд ѕге ”ё«я ',pos
' Ён Ё я «» яѕ…  я«дж г‘»енд «б—ж нд » «б≈д”«д «ббн »нѕќб «бд«— яб нжг жнЎбЏ где« нџн— ћбѕе жнѕќб  «дн ѕ«нг« »ён г ќнбнд «Ќд« »ƒ”«Ѕ √ѕ «не ',neg
' @dubaitv д гдм гд Ќ÷— яг бё«Ѕ гЏ «бЁд«д… «б‘«»… ѕЏ«Ѕ «б”н»«Џм жбяг ћ“нб «б‘я— #DoaaElSebaii ',neu
' @nasern646 @Nourhan__Hassan «д « » ЎбЏбм гднд н«ћѕЏ «д « ',neu
' @nasern646 «д « » Џгб «не ',neu
' @AhmedEssamEldi2 @GahadNader  г« ‘ня« ё»б яѕе «жб г« ће гд «бнжд«д —«Ќ «б«ебн г” »Џѕ‘ «б’—«Ќе «де няжд г÷н жгд ё»б б«Џн»е я н— г÷  бб«ебн ',neu
' Ём г‘ябе Ём дў«г «б«дѕж—нѕ гд–ж ёбнб .. яб ж«Ќѕ —«Ќ н ёЁб Ќ”«»« е »« «бЁн” ж жн — жгЌ «ћ  ”ћнб «б»«”ж—ѕ гд ћѕнѕ.. «бд«” «б№№ д«”не «б»«”ж—ѕ! ',neu
' @RAlawadh @nour23_DT бя ћ“нб «б‘я— «” «– Џ —ѕя «бћгнб #DoaaElSebaii ',pos
' ж«”н»ег ж«г‘м Џ‘«д г”гЏ‘ яб«гег  «дм ',neg
' @HossamMotaim «д« ',neu
' ≈‘—«ёе —жЌ .. @ Al Raml Station   гЌЎ… «б—гб http://t.co/mpDws0H8RV ',neu
' «ббег «ё÷ Ќ«ћ д«  «б м ? д” ЎнЏ ’н«џ е« Ём ѕЏ«Ѕ «д  «Џбг гд« »е« ж«ёѕ гд« Џбне«.... ',neu
' жб« Ён џн—ж нЁ—Ќдн  ?? #«ббм_гЏ«ег_¬нЁжд_»нЁжбж«_»Џ÷ http://t.co/glhIaySMN9 ',pos
' ”√д ў—я гег« Ў«б »н «б“г«д  Ё√дм —ЁЏ  нѕм ѕ«Џн« »«”гя              ж«ббе  б« н—ѕ «бнѕ «бг—ЁжЏ… «бне  »«бѕЏ«Ѕ «бне ќ«∆»е «»ѕ««« ..&amp; ',pos
' @Bosy_M @Kemo7Kono г«  ћн»н «б«нЁжд Ќ»« ',neu
"' """"""«бЁнбг «ббн Џбн г«я” ќб’ ° д—жЌ б «г »н ”н 2"""""""" '",neu
' 2014 ”де ббд”н««««д ! ',neg
' «ббе н”«гЌя г«»н √ѕЏн »бЌўе џ÷» .. ',neg
' @yoyoya29 »д я»— жд џ— Џбняж« =)) ',neg
' https://t.co/0NydBa7Y0J ‘»«» — жн  ед« »бн“ ÷—ж—м #DoaaOnCBC #DoaaElSebaii ',neu
' @aya__nasser @Tigerlegend1  Ў» г« «д«  яг«д ж«ёЁе Џ«ѕм нЏдм XD ',neu
' б”е гбё ‘ «ббм нЌ»дн “м г«»Ќ»е !! ',neg
' «бЌбг ѕе Ёнбг √д  «б»Ўб Ёне. ',neu
' @Don_Amiir б« гнд« г‘б‘ «бЁжбж гд Џдѕе«  «д« гд Ё«д“ гнд« »” Ёнд «дЁжбж« ѕ« ',neu
' —»№Р ”« —е« Џ «бд«” ',neu
' @AdhamHindawi √” «– гЌг«е я«д яѕе н«Џг :D ',neu
' ?№? ?№??№? ?№?№?№?? ?№?? ?№? ?№?№?№? ???? ?№? #?ё ??ббе ',neu
